Provience,hrefs_prov,cities,hrefs_city,address,hrefs_site,Has WiFi,Catering Available,Dine In,Take Out,Dine-In Sunday,Dine-In Monday,Dine-In Tuesday,Dine-In Wednesday,Dine-In Thursday,Dine-In Friday,Dine-In Saturday,Drive-Thru Sunday,Drive-Thru Monday,Drive-Thru Tuesday,Drive-Thru Wednesday,Drive-Thru Thursday,Drive-Thru Friday,Drive-Thru Saturday,lat,lng
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  50 Dundurn St South, Unit A1, Hamilton ON L8P 4W3 ",https://locations.timhortons.ca/en/on/hamilton/50-dundurn-st-south,Yes,Yes,Yes,Yes,6:00 AM - 6:00 PM,6:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,43.26135408285137,-79.88939186552977
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  503 Main St E, Hamilton ON L8N 1K8 ",https://locations.timhortons.ca/en/on/hamilton/503-main-st-e,No,No,No,Yes,6:00 AM - 6:00 PM,6:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,43.25062310940149,-79.84980757341245
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  505 Cannon St E, Hamilton ON L8L 2E6 ",https://locations.timhortons.ca/en/on/hamilton/505-cannon-st-e,Yes,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,43.25536659604654,-79.84421776600378
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  505 Rymal Rd East, Hamilton ON L8W 3X1 ",https://locations.timhortons.ca/en/on/hamilton/505-rymal-rd-east,Yes,No,Yes,Yes,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,43.1977304924269,-79.87167403095945
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  510 Centennial Parkway North, Hamilton ON L8E 0G2 ",https://locations.timhortons.ca/en/on/hamilton/510-centennial-parkway-north,No,No,Yes,Yes,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,43.24133449385005,-79.75412990886444
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  528 Mohawk Rd East, In The Esso, Hamilton ON L8V 2J6 ",https://locations.timhortons.ca/en/on/hamilton/528-mohawk-rd-east,No,No,No,Yes,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,Midnight - 10:00 PM,6:00 AM - 10:00 PM,5:00 AM - 12:00 AM,Closed,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,43.22099000000003,-79.85163199999994
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  570 Upper Ottawa Rd, Hamilton ON L8T 3T2 ",https://locations.timhortons.ca/en/on/hamilton/570-upper-ottawa-rd,Yes,No,Yes,Yes,5:00 AM - 6:00 PM,8:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,43.226255282399364,-79.82959536827616
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  620 King St, Hamilton ON L8P 1C2 ",https://locations.timhortons.ca/en/on/hamilton/620-king-st,No,No,Yes,Yes,6:00 AM - 10:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,43.26226771029749,-79.88710377360094
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  634 Parkdale Ave North, Hamilton ON L8H 5Z3 ",https://locations.timhortons.ca/en/on/hamilton/634-parkdale-ave-north,Yes,No,Yes,Yes,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,Midnight - 11:59 PM,6:00 AM - 10:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,6:00 AM - 9:00 PM,43.25341818074389,-79.78451506224671
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  64 Melrose Ave N, Hamilton ON L8L 8C1 ",https://locations.timhortons.ca/en/on/hamilton/64-melrose-ave-n,No,No,Yes,Yes,6:00 AM - 6:00 PM,6:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,43.252039818676195,-79.83138716771798
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  642 Stone Church Rd W, Hamilton ON L9B 1A7 ",https://locations.timhortons.ca/en/on/hamilton/642-stone-church-rd-w,No,No,No,Yes,6:00 AM - 6:00 PM,6:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,43.2185337893751,-79.91772144097729
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  648 King St West, Hamilton ON L8P 1C5 ",https://locations.timhortons.ca/en/on/hamilton/648-king-st-west,Yes,No,Yes,Yes,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,43.26262821595307,-79.8883727937417
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  65 Ottawa St N, -, Hamilton ON L8J 3Y9 ",https://locations.timhortons.ca/en/on/hamilton/65-ottawa-st-n,Yes,No,Yes,Yes,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,Midnight - 11:59 PM,6:00 AM - 8:00 PM,6:00 AM - 2:00 PM,6:00 AM - 2:00 PM,6:00 AM - 2:00 PM,6:00 AM - 2:00 PM,6:00 AM - 2:00 PM,6:00 AM - 2:00 PM,6:00 AM - 2:00 PM,43.24467241915161,-79.8191173187546
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  651 Upper James, Hamilton ON L9C 5R8 ",https://locations.timhortons.ca/en/on/hamilton/651-upper-james,No,No,Yes,Yes,9:00 AM - 4:30 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 8:00 PM,9:00 AM - 4:30 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,43.23694401105723,-79.87755401985606
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  675 Mohawk Rd East, Hamilton ON L8V 2K6 ",https://locations.timhortons.ca/en/on/hamilton/675-mohawk-rd-east,Yes,Yes,No,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,43.219718194203324,-79.84383379101932
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  706 Queenston Rd, Hamilton ON L8G 1A3 ",https://locations.timhortons.ca/en/on/hamilton/706-queenston-rd,Yes,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,43.229084593816225,-79.77136100631736
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  75 Centennial Pkwy N, Hamilton ON L8E 2P2 ",https://locations.timhortons.ca/en/on/hamilton/75-centennial-pkwy-n,No,No,Yes,Yes,11:30 AM - 4:00 PM,11:30 AM - 4:00 PM,11:30 AM - 4:00 PM,11:30 AM - 4:00 PM,11:30 AM - 4:00 PM,11:30 AM - 4:00 PM,11:30 AM - 4:00 PM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,43.23070418705731,-79.76392625820074
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  799 Barton St E, Hamilton ON L8L 3B2 ",https://locations.timhortons.ca/en/on/hamilton/799-barton-st-e,Yes,No,Yes,Yes,6:00 AM - 6:00 PM,6:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,43.25498111231951,-79.8293684701572
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  80 John St, Hamilton ON L8N 2C2 ",https://locations.timhortons.ca/en/on/hamilton/80-john-st,Yes,No,Yes,Yes,6:00 AM - 6:00 PM,6:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,43.253819212901334,-79.86796042875757
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  813 Upper James St, Hamilton ON L9C 3A3 ",https://locations.timhortons.ca/en/on/hamilton/813-upper-james-st,No,No,No,Yes,6:00 AM - 11:00 PM,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,43.228211492871964,-79.88137432368536
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  863 Upper Wentworth Rd, Hamilton ON L9A 4W5 ",https://locations.timhortons.ca/en/on/hamilton/863-upper-wentworth-rd,No,No,No,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,43.22123699505872,-79.86231999465373
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  888 Main St E, Hamilton ON L8M 1M3 ",https://locations.timhortons.ca/en/on/hamilton/888-main-st-e,No,No,No,Yes,6:00 AM - 6:00 PM,6:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,43.24585171101887,-79.83421849079161
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  894 Upper James St S, Hamilton ON L9C 3A5 ",https://locations.timhortons.ca/en/on/hamilton/894-upper-james-st-s,No,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,43.22624488883943,-79.88315740594787
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  897 Upper Wellington, Hamilton ON L9A 3R8 ",https://locations.timhortons.ca/en/on/hamilton/897-upper-wellington,Yes,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,43.22653138228995,-79.87131377676097
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  917 Upper James, Hamilton ON L9C 3A3 ",https://locations.timhortons.ca/en/on/hamilton/917-upper-james,No,No,No,Yes,8:00 AM - 4:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,6:00 AM - 6:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,43.22554717921909,-79.88253446290388
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  951 King St West, Hamilton ON L8S 1K9 ",https://locations.timhortons.ca/en/on/hamilton/951-king-st-west,Yes,No,Yes,Yes,6:00 AM - 6:00 PM,6:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,43.26273278019519,-79.9032282083776
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  952 Fennell Ave E, Hamilton ON L8T 1P9 ",https://locations.timhortons.ca/en/on/hamilton/952-fennell-ave-e,No,No,Yes,Yes,6:00 AM - 6:00 PM,6:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,43.22753310353846,-79.83823308713652
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  954 Barton St East, Hamilton ON L8L 3C4 ",https://locations.timhortons.ca/en/on/hamilton/954-barton-st-east,No,No,No,Yes,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,6:00 AM - 3:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 3:00 PM,43.25278681388721,-79.8225094749697
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  969 Upper Ottawa St, Hamilton ON L8T 4V9 ",https://locations.timhortons.ca/en/on/hamilton/969-upper-ottawa-st,Yes,No,Yes,Yes,6:00 AM - 6:00 PM,6:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,6:00 AM - 8:00 PM,5:00 AM - 9:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 9:00 PM,43.21107808650055,-79.8350895381696
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  999 Upper Wentworth, Hamilton ON L9A 4X5 ",https://locations.timhortons.ca/en/on/hamilton/999-upper-wentworth,No,No,Yes,Yes,9:00 AM - 6:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 9:00 PM,8:00 AM - 6:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,43.217516896881875,-79.86384399228908
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  Fontbonne Building - 24 Mountwood Ave, Hamilton ON L8N 4A6 ",https://locations.timhortons.ca/en/on/hamilton/fontbonne-building-24-mountwood-ave,No,No,Yes,Yes,Closed,7:30 AM - 2:00 PM,7:30 AM - 2:00 PM,7:30 AM - 2:00 PM,7:30 AM - 2:00 PM,7:30 AM - 2:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,Closed,43.24713451939036,-79.87140203820141
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  Main Entrance - 50 Charlton Ave. East, Hamilton ON L8N 4A6 ",https://locations.timhortons.ca/en/on/hamilton/main-entrance-50-charlton-ave-east,No,No,Yes,Yes,6:30 AM - 11:30 PM,6:30 AM - 11:30 PM,6:30 AM - 11:30 PM,6:30 AM - 11:30 PM,6:30 AM - 11:30 PM,6:30 AM - 11:30 PM,6:30 AM - 11:30 PM,6:00 AM - 10:00 PM,5:00 AM - 7:00 PM,5:00 AM - 7:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,43.24895649368361,-79.86975658678904
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hamilton ,https://locations.timhortons.ca/en/locations-list/on/hamilton,"  Unit 450, 2 King Street West, Unit 450, Hamilton ON L8P 1A1 ",https://locations.timhortons.ca/en/on/hamilton/unit-450-2-king-street-west,No,Yes,No,Yes,9:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,7:00 AM - 5:00 PM,9:00 AM - 5:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,43.25816460105506,-79.87200167955459
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hanmer ,https://locations.timhortons.ca/en/locations-list/on/hanmer,"  5085 Old Hwy 69north, Hanmer ON P3P 1J6 ",https://locations.timhortons.ca/en/on/hanmer/5085-old-hwy-69north,Yes,No,Yes,Yes,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,46.65267428693019,-80.98991924011611
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hannon ,https://locations.timhortons.ca/en/locations-list/on/hannon,"  1816 Rymal Rd East, Hannon ON L0R 1P0 ",https://locations.timhortons.ca/en/on/hannon/1816-rymal-rd-east,No,No,No,Yes,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,43.182456695093975,-79.81894213697824
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hanover ,https://locations.timhortons.ca/en/locations-list/on/hanover,"  224 7th Avenue, Hanover ON N4N 2H1 ",https://locations.timhortons.ca/en/on/hanover/224-7th-avenue,Yes,No,Yes,Yes,6:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 9:00 PM,5:00 AM - 10:30 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,44.145176906206274,-81.03055973585255
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hanover ,https://locations.timhortons.ca/en/locations-list/on/hanover,"  639 Tenth St, Hanover ON N4N 1R9 ",https://locations.timhortons.ca/en/on/hanover/639-tenth-st,Yes,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,44.15348521627183,-81.01535462821617
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Harriston ,https://locations.timhortons.ca/en/locations-list/on/harriston,"  182 Elora St North, Harriston ON N0G 1Z0 ",https://locations.timhortons.ca/en/on/harriston/182-elora-st-north,Yes,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,43.91746901158126,-80.87851502973517
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Harrow ,https://locations.timhortons.ca/en/locations-list/on/harrow,"  118 Queen St, Harrow ON N0R 1G0 ",https://locations.timhortons.ca/en/on/harrow/118-queen-st,Yes,No,Yes,Yes,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 12:00 AM,5:00 AM - 10:00 PM,5:00 AM - 12:00 AM,42.037076415511336,-82.91767063686515
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Havelock ,https://locations.timhortons.ca/en/locations-list/on/havelock,"  50 Ottawa St West, Havelock ON K0L 1Z0 ",https://locations.timhortons.ca/en/on/havelock/50-ottawa-st-west,Yes,No,No,Yes,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:30 AM - 10:00 PM,5:30 AM - 10:00 PM,5:30 AM - 10:00 PM,5:30 AM - 10:00 PM,5:30 AM - 10:00 PM,5:30 AM - 10:00 PM,5:30 AM - 10:00 PM,44.43306900301624,-77.89332301257798
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Hawkesbury ,https://locations.timhortons.ca/en/locations-list/on/hawkesbury,"  1000 Mcgill St, Hawkesbury ON K6A 1R6 ",https://locations.timhortons.ca/en/on/hawkesbury/1000-mcgill-st,Yes,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,45.59924599975312,-74.61951600137144
