Provience,hrefs_prov,cities,hrefs_city,address,hrefs_site,Has WiFi,Catering Available,Dine In,Take Out,Dine-In Sunday,Dine-In Monday,Dine-In Tuesday,Dine-In Wednesday,Dine-In Thursday,Dine-In Friday,Dine-In Saturday,Drive-Thru Sunday,Drive-Thru Monday,Drive-Thru Tuesday,Drive-Thru Wednesday,Drive-Thru Thursday,Drive-Thru Friday,Drive-Thru Saturday,lat,lng
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Aurora ,https://locations.timhortons.ca/en/locations-list/on/aurora,"  14872 Yonge St, Aurora ON L4G 1N2 ",https://locations.timhortons.ca/en/on/aurora/14872-yonge-st,Yes,Yes,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,43.99083828273734,-79.46605521229378
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Aurora ,https://locations.timhortons.ca/en/locations-list/on/aurora,"  14923 Yonge St, Aurora ON L4G 1M8 ",https://locations.timhortons.ca/en/on/aurora/14923-yonge-st,No,Yes,No,Yes,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,6:00 AM - 8:00 PM,43.99193958099556,-79.46526689430013
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Aurora ,https://locations.timhortons.ca/en/locations-list/on/aurora,"  170 Hollidge Blvd, Aurora ON L4G 8A3 ",https://locations.timhortons.ca/en/on/aurora/170-hollidge-blvd,Yes,No,Yes,Yes,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,44.013080710551264,-79.44627702210391
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Aurora ,https://locations.timhortons.ca/en/locations-list/on/aurora,"  304 Wellington St East, Aurora ON L4G 1J5 ",https://locations.timhortons.ca/en/on/aurora/304-wellington-st-east,Yes,No,No,Yes,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,44.00382650271237,-79.45251416389482
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Aurora ,https://locations.timhortons.ca/en/locations-list/on/aurora,"  333 First Commerce Dr, Aurora ON L4G 8A4 ",https://locations.timhortons.ca/en/on/aurora/333-first-commerce-dr,No,No,No,No,Closed,8:00 AM - 2:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,8:00 AM - 3:00 PM,Closed,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,44.01915809326766,-79.4097375401341
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Aylmer ,https://locations.timhortons.ca/en/locations-list/on/aylmer,"  374 John St North, Aylmer ON N5H 2B7 ",https://locations.timhortons.ca/en/on/aylmer/374-john-st-north,Yes,Yes,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,6:00 AM - 10:00 PM,42.77854338417694,-80.98292739176328
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Aylmer ,https://locations.timhortons.ca/en/locations-list/on/aylmer,"  503 Talbot St W, Aylmer ON N5H 2T9 ",https://locations.timhortons.ca/en/on/aylmer/503-talbot-st-w,Yes,No,Yes,Yes,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,42.773305180768894,-80.9980790017345
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Ayr ,https://locations.timhortons.ca/en/locations-list/on/ayr,"  1011 Northumberland St, Ayr ON N0B 1E0 ",https://locations.timhortons.ca/en/on/ayr/1011-northumberland-st,Yes,No,Yes,Yes,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,43.29904959690714,-80.46263667776373
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Azilda ,https://locations.timhortons.ca/en/locations-list/on/azilda,"  514 Notre Dame St East, Azilda ON P0M 1B0 ",https://locations.timhortons.ca/en/on/azilda/514-notre-dame-st-east,Yes,No,Yes,Yes,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,46.5310696775704,-81.10701719350509
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Baden ,https://locations.timhortons.ca/en/locations-list/on/baden,"  34 Snyders Rd W, Baden ON N3A 2M1 ",https://locations.timhortons.ca/en/on/baden/34-snyders-rd-w,Yes,No,Yes,Yes,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,43.40378709295942,-80.67041936361716
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Ballantrae ,https://locations.timhortons.ca/en/locations-list/on/ballantrae,"  5292 Aurora Rd, Ballantrae ON L4A 7X4 ",https://locations.timhortons.ca/en/on/ballantrae/5292-aurora-rd,Yes,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,44.038765208813714,-79.29625160028053
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Bancroft ,https://locations.timhortons.ca/en/locations-list/on/bancroft,"  234 Hastings St N, Bancroft ON K0L 1C0 ",https://locations.timhortons.ca/en/on/bancroft/234-hastings-st-n,Yes,No,Yes,Yes,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,5:00 AM - 8:00 PM,6:00 AM - 2:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 8:00 PM,5:00 AM - 10:00 PM,45.07055821133338,-77.86315469903087
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Bancroft ,https://locations.timhortons.ca/en/locations-list/on/bancroft,"  4 Valley View Dr, Bancroft ON K0L 1C0 ",https://locations.timhortons.ca/en/on/bancroft/4-valley-view-dr,Yes,No,Yes,Yes,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,45.05291619107729,-77.87554600177126
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Barrie ,https://locations.timhortons.ca/en/locations-list/on/barrie,"  1 Georgian Dr, Barrie ON L4M 3X7 ",https://locations.timhortons.ca/en/on/barrie/1-georgian-dr,No,No,Yes,Yes,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,44.41449131090869,-79.66759237445314
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Barrie ,https://locations.timhortons.ca/en/locations-list/on/barrie,"  1 Progress Ave, Barrie ON L4M 3X7 ",https://locations.timhortons.ca/en/on/barrie/1-progress-ave,No,No,Yes,Yes,Closed,Closed,Closed,Closed,Closed,Closed,Closed,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,7:00 AM - 11:00 PM,44.41080396400008,-79.67050564299996
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Barrie ,https://locations.timhortons.ca/en/locations-list/on/barrie,"  109 Mapleview Dr West, Barrie ON L4N 9H7 ",https://locations.timhortons.ca/en/on/barrie/109-mapleview-dr-west,Yes,No,Yes,Yes,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,44.3326711116045,-79.69497135826153
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Barrie ,https://locations.timhortons.ca/en/locations-list/on/barrie,"  151 Mapleview Dr West, Barrie ON L4N 9E8 ",https://locations.timhortons.ca/en/on/barrie/151-mapleview-dr-west,No,No,No,Yes,7:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,44.33163561128623,-79.69948568367376
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Barrie ,https://locations.timhortons.ca/en/locations-list/on/barrie,"  181 Livingstone St East, Barrie ON L4M 6Z4 ",https://locations.timhortons.ca/en/on/barrie/181-livingstone-st-east,Yes,No,Yes,Yes,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,44.41807331723072,-79.69578239121277
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Barrie ,https://locations.timhortons.ca/en/locations-list/on/barrie,"  2 Quarry Ridge Rd, Barrie ON L4M 7G1 ",https://locations.timhortons.ca/en/on/barrie/2-quarry-ridge-rd,Yes,Yes,Yes,Yes,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,44.415916402086566,-79.65868676996729
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Barrie ,https://locations.timhortons.ca/en/locations-list/on/barrie,"  201 Cundles Rd E, Barrie ON L4M 4S5 ",https://locations.timhortons.ca/en/on/barrie/201-cundles-rd-e,Yes,No,Yes,Yes,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:30 AM - 8:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,7:00 AM - 10:00 PM,44.41174200475763,-79.6881209964343
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Barrie ,https://locations.timhortons.ca/en/locations-list/on/barrie,"  201 Georgian Dr, Unit #2, Barrie ON L4M 6M2 ",https://locations.timhortons.ca/en/on/barrie/201-georgian-dr,No,No,No,Yes,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,6:00 AM - 6:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,6:00 AM - 10:00 PM,44.41600009538979,-79.66193098559134
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Barrie ,https://locations.timhortons.ca/en/locations-list/on/barrie,"  226 Essa Rd, Barrie ON L4N 9C5 ",https://locations.timhortons.ca/en/on/barrie/226-essa-rd,Yes,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,44.35719530301037,-79.6981573196585
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Barrie ,https://locations.timhortons.ca/en/locations-list/on/barrie,"  297 Dunlop St West, Barrie ON L4N 1C1 ",https://locations.timhortons.ca/en/on/barrie/297-dunlop-st-west,Yes,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,44.38143471925585,-79.7069067692882
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Barrie ,https://locations.timhortons.ca/en/locations-list/on/barrie,"  3 Sarjeant Dr, Barrie ON L4N 4V9 ",https://locations.timhortons.ca/en/on/barrie/3-sarjeant-dr,Yes,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,44.37727310432925,-79.71595176482384
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Barrie ,https://locations.timhortons.ca/en/locations-list/on/barrie,"  304 Blake St, Barrie ON L4M 1K8 ",https://locations.timhortons.ca/en/on/barrie/304-blake-st,No,No,No,Yes,6:00 AM - 9:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,6:00 AM - 9:00 PM,5:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,5:00 AM - 10:00 PM,44.397209000027374,-79.65779636039296
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Barrie ,https://locations.timhortons.ca/en/locations-list/on/barrie,"  350 Yonge St, Barrie ON L4N 4C8 ",https://locations.timhortons.ca/en/on/barrie/350-yonge-st,Yes,No,Yes,Yes,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,44.368757593617204,-79.66683548859639
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Barrie ,https://locations.timhortons.ca/en/locations-list/on/barrie,"  353 Duckworth Street, Barrie ON L4M 5C2 ",https://locations.timhortons.ca/en/on/barrie/353-duckworth-street,Yes,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,44.40743529908704,-79.67392716541603
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Barrie ,https://locations.timhortons.ca/en/locations-list/on/barrie,"  354 Bayfield St, Barrie ON L4M 3C4 ",https://locations.timhortons.ca/en/on/barrie/354-bayfield-st,Yes,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,44.404135595263966,-79.70339382984834
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Barrie ,https://locations.timhortons.ca/en/locations-list/on/barrie,"  369 Bayfield, Barrie ON L4M 3C6 ",https://locations.timhortons.ca/en/on/barrie/369-bayfield,No,No,Yes,Yes,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,44.40538060125215,-79.70382248037673
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Barrie ,https://locations.timhortons.ca/en/locations-list/on/barrie,"  4 Fairview Rd, Barrie ON L4N 4P3 ",https://locations.timhortons.ca/en/on/barrie/4-fairview-rd,Yes,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,44.36456148715902,-79.69626468592149
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Barrie ,https://locations.timhortons.ca/en/locations-list/on/barrie,"  405 Huronia Rd, Barrie ON L4N 8Z1 ",https://locations.timhortons.ca/en/on/barrie/405-huronia-rd,Yes,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,6:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,6:00 AM - 10:00 PM,44.35290808526469,-79.6646528410095
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Barrie ,https://locations.timhortons.ca/en/locations-list/on/barrie,"  441 Bayview Dr, Barrie ON L4N 8Y2 ",https://locations.timhortons.ca/en/on/barrie/441-bayview-dr,Yes,No,Yes,Yes,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,6:00 AM - 9:00 PM,44.34397720934078,-79.67818626187658
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Barrie ,https://locations.timhortons.ca/en/locations-list/on/barrie,"  509 Bayfield St, Unit #n045b, Barrie ON L4M 4Z8 ",https://locations.timhortons.ca/en/on/barrie/509-bayfield-st,No,Yes,No,Yes,10:00 AM - 5:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 9:00 PM,9:00 AM - 6:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,44.4128785070092,-79.71018652418171
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Barrie ,https://locations.timhortons.ca/en/locations-list/on/barrie,"  533 Bayfield St, Barrie ON L4M 4Z9 ",https://locations.timhortons.ca/en/on/barrie/533-bayfield-st,Yes,Yes,Yes,Yes,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,5:00 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,4:30 AM - 10:00 PM,44.415246394656236,-79.71188360811765
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Barrie ,https://locations.timhortons.ca/en/locations-list/on/barrie,"  563 Essa Rd, Barrie ON L4N 6A9 ",https://locations.timhortons.ca/en/on/barrie/563-essa-rd,Yes,No,Yes,Yes,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,6:00 AM - 10:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 9:00 PM,5:00 AM - 10:00 PM,6:00 AM - 10:00 PM,44.33782929290916,-79.71022583530761
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Barrie ,https://locations.timhortons.ca/en/locations-list/on/barrie,"  657 Cundles Rd E, Barrie ON L4M 0K4 ",https://locations.timhortons.ca/en/on/barrie/657-cundles-rd-e,Yes,No,Yes,Yes,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Midnight - 11:59 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,44.41552178208508,-79.67399287953693
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Barrie ,https://locations.timhortons.ca/en/locations-list/on/barrie,"  7 Anne St North, Barrie ON L4N 1C1 ",https://locations.timhortons.ca/en/on/barrie/7-anne-st-north,No,No,Yes,Yes,7:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,44.382849710240436,-79.70516392016093
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Barrie ,https://locations.timhortons.ca/en/locations-list/on/barrie,"  75 Barrieview Dr, Barrie ON L4N 8V4 ",https://locations.timhortons.ca/en/on/barrie/75-barrieview-dr,Yes,No,Yes,Yes,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,Midnight - 12:00 AM,44.336168712161566,-79.68736838534818
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Barrie ,https://locations.timhortons.ca/en/locations-list/on/barrie,"  80 Bayfield St, Barrie ON L4M 3A8 ",https://locations.timhortons.ca/en/on/barrie/80-bayfield-st,No,No,Yes,Yes,7:00 AM - 8:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,7:00 AM - 8:00 PM,6:30 AM - 3:00 PM,5:30 AM - 3:00 PM,5:30 AM - 3:00 PM,5:30 AM - 3:00 PM,5:30 AM - 3:00 PM,5:30 AM - 3:00 PM,6:30 AM - 3:00 PM,44.391014480214096,-79.6919418031778
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Barrie ,https://locations.timhortons.ca/en/locations-list/on/barrie,"  80 Bradford St, Barrie ON L4N 6S7 ",https://locations.timhortons.ca/en/on/barrie/80-bradford-st,No,No,Yes,Yes,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,5:30 AM - 11:00 PM,Closed,Closed,Closed,Closed,Closed,Closed,Closed,44.38389401155706,-79.69526547924394
 Ontario ,https://locations.timhortons.ca/en/locations-list/on, Barrie ,https://locations.timhortons.ca/en/locations-list/on/barrie,"  837 Yonge St., Barrie ON L4N 6K9 ",https://locations.timhortons.ca/en/on/barrie/837-yonge-st,Yes,No,Yes,Yes,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,4:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,5:00 AM - 11:00 PM,44.349558383389166,-79.6280814239886
